search URL:,https://patents.google.com/?q=%28%28AB%253d%28%22carbon+capture%22%29+OR+AB%253d%28%22carbon+dioxide%2Acapture%22%29+OR+AB%253d%28%22carbon+dioxide%2Atrap%2A%22%29+OR+AB%253d%28%22CO2+capture%22%29+OR+AB%253d%28%22carbon%2Aseparat%2A%22%29+OR+AB%253d%28%22CO2+separat%2A%22%29+OR+AB%253d%28%22captur%2A+carbon+dioxide%22%29+OR+AB%253d%28%22captur%2A+CO2%22%29+OR+AB%253d%28%22separat%2A+carbon+dioxide%22%29+OR+AB%253d%28%22absorb%2A+carbon+dioxide%22%29+OR+AB%253d%28%22compress%2A+carbon+dioxide%22%29+OR+AB%253d%28%22carbon%2Aabsor%2A%22%29+OR+AB%253d%28%22CO2+absor%2A%22%29+OR+AB%253d%28%22carbon%2Acompress%2A%22%29+OR+AB%253d%28%22CO2+compress%2A%22%29+OR+%28%28AB%253d%28%22solvent+regenerat%2A%22%29+OR+AB%253d%28%22solvent+recover%2A%22%29%29+AND+AB%253d%28%22carbon%22%29%29%29++OR++%28TI%253d%28%22carbon+capture%22%29+OR+TI%253d%28%22carbon+dioxide%2Acapture%22%29+OR+TI%253d%28%22carbon+dioxide%2Atrap%2A%22%29+OR+TI%253d%28%22CO2+capture%22%29+OR+TI%253d%28%22carbon%2Aseparat%2A%22%29+OR+TI%253d%28%22CO2+separat%2A%22%29+OR+TI%253d%28%22captur%2A+carbon+dioxide%22%29+OR+TI%253d%28%22captur%2A+CO2%22%29+OR+TI%253d%28%22separat%2A+carbon+dioxide%22%29+OR+TI%253d%28%22absorb%2A+carbon+dioxide%22%29+OR+TI%253d%28%22compress%2A+carbon+dioxide%22%29+OR+TI%253d%28%22carbon%2Aabsor%2A%22%29+OR+TI%253d%28%22CO2+absor%2A%22%29+OR+TI%253d%28%22carbon%2Acompress%2A%22%29+OR+TI%253d%28%22CO2+compress%2A%22%29+OR+%28%28TI%253d%28%22solvent+regenerat%2A%22%29+OR+TI%253d%28%22solvent+recover%2A%22%29%29+AND+TI%253d%28%22carbon%22%29%29%29%29&before=priority:20160101&after=priority:19800101&status=GRANT&type=PATENT&language=ENGLISH&dups=language&num=100
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CA-2562014-C,Method of obtaining multimetallic oxides derived from hydrotalcite-type compounds ,"Instituto Mexicano Del Petroleo, Jaime Sanchez Valente, Esteban Lopez Salinas, Manuel Sanchez Cantu, Francisco Hernandez Beltran","Jaime Sanchez Valente, Esteban Lopez Salinas, Manuel Sanchez Cantu, Francisco Hernandez Beltran",2003-07-07,2003-07-07,2014-02-11,2014-02-11,https://patents.google.com/patent/CA2562014C/en,
CA-2200130-C,Method for the removal of carbon dioxide present in gases and absorbent ,"Hitomi Suzuki, Tomio Mimura, Toru Iwaki, Shigeaki Mitsouka, Hiroshi Tanaka, Masaki Iijima, The Kansai Electric Power Co., Inc., Mitsubishi Heavy Industries, Inc., Mitsubishi Heavy Industries, Ltd.","Hitomi Suzuki, Tomio Mimura, Toru Iwaki, Shigeaki Mitsouka, Hiroshi Tanaka, Masaki Iijima",1996-03-19,1997-03-17,2000-12-05,2000-12-05,https://patents.google.com/patent/CA2200130C/en,
CA-1247864-A,Process for the production of pig iron ,"Rolf Hauk, Korf Engineering Gmbh, Voest-Alpine Ag",Rolf Hauk,1985-01-31,1985-12-04,1989-01-03,1989-01-03,https://patents.google.com/patent/CA1247864A/en,
CA-1266780-A,Process for producing pig iron ,"Rolf Hauk, Korf Engineering Gmbh, Deutsche Voest-Alpine Industrieanlagenbau Gmbh",Rolf Hauk,1984-10-17,1985-10-16,1990-03-20,1990-03-20,https://patents.google.com/patent/CA1266780A/en,
CN-101935727-B,"Method for producing improved coal for use in metallurgy, and method for producing reduced metal and slag containing oxidized nonferrous metal ",株式会社神户制钢所,"原田孝夫, 田中英年, 小林勋, 奥山宪幸, 重久卓夫",2003-04-09,2004-03-05,2012-05-09,2012-05-09,https://patents.google.com/patent/CN101935727B/en,https://patentimages.storage.googleapis.com/88/f5/38/28933218038ed9/HSA00000270812100011.png
DE-19615562-C1,Device and method for the combined cleaning and compression of CO-containing hydrogen and use of the hydrogen obtained with the method as fuel gas in fuel cells ,Zsw,"Klaus Eberle, Bernd Dr Rer Nat Rohland, Joachim Dr Rer Nat Scholta, Raimund Stroebel",1996-04-19,1996-04-19,1997-10-09,1997-10-09,https://patents.google.com/patent/DE19615562C1/en,
ES-2238289-T3,HYDROGEN RECYCLING AND GAS REMOVED ACID USING A MEMBRANE. ,Texaco Development Corporation,"Paul S. Wallace, Kay A. Johnson, Janice L. Kasbaum",1999-05-14,2000-05-12,2005-09-01,2005-09-01,https://patents.google.com/patent/ES2238289T3/en,
US-5427610-A,Photoresist solvent fume exhaust scrubber ,"Nec Electronics, Inc.",Michael G. Croker,1994-05-27,1994-05-27,1995-06-27,1995-06-27,https://patents.google.com/patent/US5427610A/en,https://patentimages.storage.googleapis.com/ee/e0/cc/a852a1c3df7ff7/US5427610-drawings-page-2.png
EP-0675071-B1,A beverage dispensing system ,Guinness Brewing Worldwide Limited,"John Justin Walsh, Leigh David Carter",1994-03-29,1995-03-06,1997-09-17,1997-09-17,https://patents.google.com/patent/EP0675071B1/en,https://patentimages.storage.googleapis.com/c9/44/a3/cc5baa717c9e08/imgf0001.png
EP-0975422-B1,Diamond growth ,De Beers Industrial Diamond Division (Proprietary) Limited,"Geoffrey John Davies, Raymond Albert Chapman, Aulette Stewart, Lesley Kay Hedges",1997-04-17,1998-04-16,2001-11-14,2001-11-14,https://patents.google.com/patent/EP0975422B1/en,https://patentimages.storage.googleapis.com/04/23/06/de3f8961f683ed/00220001.png
US-7241572-B2,Method for isolating and purifying nucleic acids ,"Hitachi, Ltd.","Kyoko Kojima, Satoshi Ozawa",2001-06-05,2004-03-02,2007-07-10,2007-07-10,https://patents.google.com/patent/US7241572B2/en,https://patentimages.storage.googleapis.com/03/92/74/aa8e6e1d1cea69/US07241572-20070710-D00001.png
US-6905825-B2,Method for isolating and purifying nucleic acids ,"Hitachi, Ltd.","Kyoko Kojima, Satoshi Ozawa",2001-06-05,2001-12-19,2005-06-14,2005-06-14,https://patents.google.com/patent/US6905825B2/en,https://patentimages.storage.googleapis.com/82/1b/03/ea154d5a201ff9/US06905825-20050614-D00001.png
US-5592867-A,Beverage dispensing system ,Guiness Brewing Worldwide Limited,"John J. Walsh, Leigh D. Carter",1994-03-29,1995-03-17,1997-01-14,1997-01-14,https://patents.google.com/patent/US5592867A/en,https://patentimages.storage.googleapis.com/d0/76/7e/8a300256b9738f/US5592867-drawings-page-2.png
US-6497853-B1,Diamond growth ,Moosa Mahomed Adia,"Geoffrey John Davies, Raymond Albert Chapman, Aulette Stewart, Lesley Kay Hedges",1997-04-17,1998-04-16,2002-12-24,2002-12-24,https://patents.google.com/patent/US6497853B1/en,https://patentimages.storage.googleapis.com/27/5f/a7/5d9cc54182ba6e/US6497853-drawings-page-2.png
CA-2192048-C,Exhaust air cleaning method ,Werner Schroder,Werner Schroder,1995-12-09,1996-12-04,2004-01-27,2004-01-27,https://patents.google.com/patent/CA2192048C/en,
EP-1084743-B1,Removal of CO2 from gases using activated alumina ,"L'air Liquide, S.A. à Directoire et Conseil de Surveillance pour l'Etude et l'Exploitation des Procédés Georges Claude",Christian Monereau,1999-09-13,2000-07-11,2002-11-13,2002-11-13,https://patents.google.com/patent/EP1084743B1/en,https://patentimages.storage.googleapis.com/cf/e1/26/0aaa2f46ed7f74/00290001.png
CA-1184371-A,Stabilization of ligands ,"George C. Blytas, Shell Canada Limited",George C. Blytas,1982-05-24,1983-03-30,1985-03-26,1985-03-26,https://patents.google.com/patent/CA1184371A/en,
CN-204824768-U,Low temperature methanol washing system ,河南晋开化工投资控股集团有限责任公司,"李邦雄, 何文, 董大为, 樊广燕",2015-08-19,2015-08-19,2015-12-02,2015-12-02,https://patents.google.com/patent/CN204824768U/en,
AT-E189969-T1,METHOD FOR CLEANING CARBON DIOXIDE FROM GAS MIXTURES ,Thomas Weimer,Thomas Weimer,1995-08-09,1996-08-06,2000-03-15,2000-03-15,https://patents.google.com/patent/ATE189969T1/en,
ES-2031973-T3,PRODUCTION OF HYDROGEN AND CARBON MONOXIDE. ,"Air Products And Chemicals, Inc.","David Michael Nicholas, Jeffrey Alan Hopkins, Joseph Paul Bushinsky",1987-09-16,1988-09-12,1993-01-01,1993-01-01,https://patents.google.com/patent/ES2031973T3/en,
EP-0453926-B1,Disposable carbon dioxide absorber ,"Environmental Support Systems, Inc.",Barnum Bailey Lambert,1990-04-23,1991-04-16,1996-07-10,1996-07-10,https://patents.google.com/patent/EP0453926B1/en,https://patentimages.storage.googleapis.com/04/1f/4f/1b59c36ebb20e3/imgf0001.png
CA-2040633-C,Disposable carbon dioxide absorber ,"Barnum Bailey Lambert, Environmental Support Systems, Inc.",Barnum Bailey Lambert,1990-04-23,1991-04-17,2000-06-13,2000-06-13,https://patents.google.com/patent/CA2040633C/en,
DE-69120720-T2,Single use carbon dioxide absorber ,Environmental Support Systems,Barnum Bailey Lambert,1990-04-23,1991-04-16,1996-11-07,1996-11-07,https://patents.google.com/patent/DE69120720T2/en,
DE-59604551-D1,METHOD FOR PURIFYING CARBON DIOXIDE FROM GAS MIXTURES ,Thomas Weimer,Thomas Weimer,1995-08-09,1996-08-06,2000-04-06,2000-04-06,https://patents.google.com/patent/DE59604551D1/en,
AU-630799-B2,Disposable carbon dioxide absorber ,"Environmental Support Systems, Inc.",Barnum Bailey Lambert,1990-04-23,1991-04-18,1992-11-05,1992-11-05,https://patents.google.com/patent/AU630799B2/en,
AT-E140160-T1,SINGLE USE CARBON DIOXIDE ABSORBER ,Environmental Support Systems,Barnum Bailey Lambert,1990-04-23,1991-04-16,1996-07-15,1996-07-15,https://patents.google.com/patent/ATE140160T1/en,
DE-69120720-D1,Single use carbon dioxide absorber ,Environmental Support Systems,Barnum Bailey Lambert,1990-04-23,1991-04-16,1996-08-14,1996-08-14,https://patents.google.com/patent/DE69120720D1/en,
CA-2265416-C,Process for the removal of carbon dioxide present in gases and system therefor ,"Mitsubishi Heavy Industries, Ltd., Masaki Iijima, Shigeaki Mitsuoka, Hiroshi Tanaka","Masaki Iijima, Shigeaki Mitsuoka, Hiroshi Tanaka",1998-03-23,1999-03-15,2003-03-11,2003-03-11,https://patents.google.com/patent/CA2265416C/en,
CA-1224911-A,Carbon dioxide hydrocarbons separation process ,"Robert R. Huebel, David Netzer, Randall Corporation (The)","Robert R. Huebel, David Netzer",1984-08-20,1985-04-09,1987-08-04,1987-08-04,https://patents.google.com/patent/CA1224911A/en,
CN-1203914-C,Process for adsorbing acidic gas (CO2) from fume by ammonia water ,"国家电站燃烧工程技术研究中心, 中国科学院沈阳应用生态研究所","李振中, 李欣, 向哲愚, 李成之, 张志明, 周志强, 张经武, 陈冠雄, 张昀, 徐慧",2000-12-06,2000-12-06,2005-06-01,2005-06-01,https://patents.google.com/patent/CN1203914C/en,
CN-1194079-C,Method for preparing oil of ganoderma lucidum spores by supercritical Co2 extraction ,陈宝义,"陈宝义, 高俊山",2002-12-09,2002-12-09,2005-03-23,2005-03-23,https://patents.google.com/patent/CN1194079C/en,
CN-1195171-C,Coal fired serial fluidized bed indirect burning device and method ,东南大学,"沈来宏, 肖军",2003-09-08,2003-09-08,2005-03-30,2005-03-30,https://patents.google.com/patent/CN1195171C/en,
CN-1186431-C,Method for extracting linolenic acid oil from yangtao ,吉首大学科技研究开发中心,"张永康, 李鹄鸣, 沈国励, 李克刚, 姚茂君, 李加兴, 欧阳辉",2002-12-20,2002-12-20,2005-01-26,2005-01-26,https://patents.google.com/patent/CN1186431C/en,https://patentimages.storage.googleapis.com/e3/ff/34/8f5b1d27a327dc/C0213984700061.png
CN-1044115-C,Energy-saving technology for production of urea ,化学工业部第四设计院,"徐耀武, 程中振, 王自新, 刘佑义, 蔡分野, 严利贞, 张启仓, 徐明林",1992-05-30,1992-05-30,1999-07-14,1999-07-14,https://patents.google.com/patent/CN1044115C/en,https://patentimages.storage.googleapis.com/99/2e/08/87912cb1b01d42/C9210416500111.png
FR-2774308-B1,COMBINED PROCESS AND PLANT FOR PRODUCING COMPRESSED AIR AND AT LEAST ONE AIR GAS ,Air Liquide,"Xavier Vigor, Patrice Ollivier, Antoine Willemot, Lionel Barry",1998-02-05,1998-02-05,2000-03-03,2000-03-03,https://patents.google.com/patent/FR2774308B1/en,
CN-1020898-C,Process for separating unconverted raw materials ,东洋工程技术株式会社,"藤井英嗣, 内野秀敏",1986-10-30,1987-10-29,1993-05-26,1993-05-26,https://patents.google.com/patent/CN1020898C/en,
CA-2461952-C,Acid gas enrichment process ,"1058238 Alberta Ltd., Gary Palmer, Catch 44 Inc.",Gary Palmer,2004-03-25,2004-03-25,2011-04-19,2011-04-19,https://patents.google.com/patent/CA2461952C/en,
EP-1289354-B1,Process for manufacturing holes in a multilayer printed circuit board ,TRUMPF LASERTECHNIK GmbH,"Markus Schwandt, Oliver Müllerschön",2001-09-01,2001-09-01,2005-11-30,2005-11-30,https://patents.google.com/patent/EP1289354B1/en,https://patentimages.storage.googleapis.com/23/25/46/c6fd4a92c58bdd/00150001.png
CA-2513372-C,"Process for separating nh3, and optionally also co2 and h2o, from a mixture containing nh3, co2 and h2o ","Dsm Ip Assets B.V., Andreas Johannes Biermans, Johannes Henricus Mennen, Kees Jonckers, Nora Anna De Wit, Herbert Willem Gerrit Hooijkaas, Bastiaan Rene Agnes Marie Van De Kerkhove, Stamicarbon B.V.","Andreas Johannes Biermans, Johannes Henricus Mennen, Kees Jonckers, Nora Anna De Wit, Herbert Willem Gerrit Hooijkaas, Bastiaan Rene Agnes Marie Van De Kerkhove",2003-01-30,2004-01-09,2011-06-14,2011-06-14,https://patents.google.com/patent/CA2513372C/en,
CN-100528751-C,"Method for separating NH3from a mixture containing NH3, CO2and H2O, and optionally CO2and H2O ",帝斯曼知识产权资产管理有限公司,"安德烈亚斯·约翰内斯·比耶曼斯, 约翰内斯·亨利克斯·孟内, 凯斯·乔科斯, 诺拉·安娜·德·威特, 赫伯特·威廉·格瑞特·霍埃杰卡斯, 巴斯特安·瑞纳·阿格纳斯·马里亚·科克霍夫·万·德",2003-01-30,2004-01-09,2009-08-19,2009-08-19,https://patents.google.com/patent/CN100528751C/en,https://patentimages.storage.googleapis.com/18/f1/a4/cd9a8d5e9cf170/C20048000318700121.png
DE-19518913-C1,Testing aerobic biodegrading of test materials ,"Mueller Wolf Ruediger Dr Ing, Ralf Dipl Biol Joerg","Wolf-Ruediger Dr Ing Mueller, Ralf Dipl Biol Joerg",1995-05-29,1995-05-29,1996-11-28,1996-11-28,https://patents.google.com/patent/DE19518913C1/en,
EP-0107783-B1,Process for the removal of co2 and/or h2s from gases ,BASF Aktiengesellschaft,"Klaus Dr. Volkamer, Eckhart Dr. Wagner, Ulrich Dr. Wagner",1982-10-02,1983-09-22,1987-04-08,1987-04-08,https://patents.google.com/patent/EP0107783B1/en,https://patentimages.storage.googleapis.com/85/55/b7/49cecf9695d9c5/imgf0001.png
DE-50108246-D1,Method for producing holes in a multilayer printed circuit board ,Trumpf Lasertechnik Gmbh,"Markus Schwandt, Oliver Muellerschoen",2001-09-01,2001-09-01,2006-01-05,2006-01-05,https://patents.google.com/patent/DE50108246D1/en,
AT-E311736-T1,METHOD FOR MAKING HOLES IN A MULTI-LAYER CIRCUIT BOARD ,Trumpf Lasertechnik Gmbh,"Markus Schwandt, Oliver Muellerschoen",2001-09-01,2001-09-01,2005-12-15,2005-12-15,https://patents.google.com/patent/ATE311736T1/en,
CA-1297904-C,Process for the separation of sulphuric acid from aqueous mixtures thereof with paraffin-sulphonic acids ,"Enrico Borgarello, Edoardo Platone, Cosimo Franco, Lucio Faggian, Enichem Augusta S.P.A., Eniricerche S.P.A.","Enrico Borgarello, Edoardo Platone, Cosimo Franco, Lucio Faggian",1986-12-23,1987-12-23,1992-03-24,1992-03-24,https://patents.google.com/patent/CA1297904C/en,
CN-1141294-C,Method of recovering dehydrogenation heat energy in urea production ,湖北省化学研究所,"孔渝华, 程忠振, 段长生, 王先厚, 李炜, 王应席",2001-09-27,2001-09-27,2004-03-10,2004-03-10,https://patents.google.com/patent/CN1141294C/en,https://patentimages.storage.googleapis.com/7e/13/1e/b937da44b73f47/C0112849900071.png
DE-4331508-C1,Device for reducing pollutant emissions in the operation of diesel engines ,Mtu Friedrichshafen Gmbh,"Ralph-Michael Dr Schmidt, Bernhard Baechle",1993-09-16,1993-09-16,1994-10-20,1994-10-20,https://patents.google.com/patent/DE4331508C1/en,
CA-1141990-A,Soda lime half life indicator ,"Richard B.H. Sewell, Robert W. Chappell, Her Majesty The Queen In Right Of Canada As Represented By The Minister Of National Defence Of Her Majesty's Canadian Government, Lannie K. Yee","Richard B.H. Sewell, Robert W. Chappell, Lannie K. Yee",1980-04-21,1980-04-21,1983-03-01,1983-03-01,https://patents.google.com/patent/CA1141990A/en,
CN-100417597-C,Method for preparing nano ZrO2 by drying supercritical CO2 liquid ,中国科学院山西煤炭化学研究所,"侯相林, 梁丽萍, 乔欣刚, 杜俊民",2003-06-25,2003-06-25,2008-09-10,2008-09-10,https://patents.google.com/patent/CN100417597C/en,
DE-3370765-D1,Process for the removal of co2 and/or h2s from gases ,Basf Ag,"Klaus Dr Volkamer, Eckhart Dr Wagner, Ulrich Dr Wagner",1982-10-02,1983-09-22,1987-05-14,1987-05-14,https://patents.google.com/patent/DE3370765D1/en,
AT-E26409-T1,PROCESS FOR REMOVING CO2 AND/OR H2S FROM GASES. ,Basf Ag,"Klaus Dr Volkamer, Eckhart Dr Wagner, Ulrich Dr Wagner",1982-10-02,1983-09-22,1987-04-15,1987-04-15,https://patents.google.com/patent/ATE26409T1/en,
ES-2237313-B1,"IMPROVEMENTS INTRODUCED IN THE PATENT OF INVENTION P-200300987/6, BY: SYSTEM FOR OBTAINING ELECTRICAL ENERGY. ",Francisco Jav. Landa Axpe,Francisco Jav. Landa Axpe,2003-04-30,2003-10-30,2006-10-16,2006-10-16,https://patents.google.com/patent/ES2237313B1/en,
CN-205317739-U,A mark school device that is used for gaseous module of anesthesia machine by -pass flow ,北京谊安医疗系统股份有限公司,刘琳,2015-08-13,2015-08-13,2016-06-15,2016-06-15,https://patents.google.com/patent/CN205317739U/en,
CN-203537998-U,CO2 concentration regulating device for greenhouse ,嘉善天慧光电科技有限公司,董佳怡,2013-10-30,2013-10-30,2014-04-16,2014-04-16,https://patents.google.com/patent/CN203537998U/en,https://patentimages.storage.googleapis.com/48/a9/02/0c66c17ed4e5ec/HDA0000405477350000011.png
CN-203163279-U,Intelligent control device of air source water heater ,温州职业技术学院,李敏涛,2013-04-12,2013-04-12,2013-08-28,2013-08-28,https://patents.google.com/patent/CN203163279U/en,https://patentimages.storage.googleapis.com/65/d5/99/1908f2f590335f/HSA00000884472500011.png
CN-202547276-U,Device for purifying and liquefying CO2 in oxygen-enriched combustion flue gas ,四川空分设备(集团)有限责任公司,"黄科, 谢波, 魏义江",2012-04-19,2012-04-19,2012-11-21,2012-11-21,https://patents.google.com/patent/CN202547276U/en,https://patentimages.storage.googleapis.com/1c/34/c5/bb8ce3e1b228c2/120320165703.png
CN-102276938-B,Multi-component polystyrene (PS) physical foaming agent and production method of PS foamed products ,张建群,"张建群, 李勇, 孟凡敏",2011-06-30,2011-06-30,2012-08-22,2012-08-22,https://patents.google.com/patent/CN102276938B/en,
ES-2458224-T3,Procedure for the removal of carbon dioxide (CO2) from a circulating gas system ,Basf Se,"Robin Thiele, Gerhard Theis",2010-05-18,2011-05-16,2014-04-30,2014-04-30,https://patents.google.com/patent/ES2458224T3/en,
CN-201873630-U,Potential energy comprehensive utilization device of methanol production process from natural gas ,赵如政,"刘海滨, 淡明昌, 李洪洋, 曾传刚, 赵如政, 吴建国, 李海建, 周永明, 李柏林, 桂勇",2010-11-23,2010-11-23,2011-06-22,2011-06-22,https://patents.google.com/patent/CN201873630U/en,https://patentimages.storage.googleapis.com/15/c4/b2/aefbc82f177636/HSA00000357551900011.png
JP-3065397-U,Inventing Cl carbon recycling ,昇三 菅原,昇三 菅原,1998-09-21,1998-09-21,2000-02-02,2000-02-02,https://patents.google.com/patent/JP3065397U/en,
CN-2302641-Y,Apparatus for distributing carbon dioxide fertiliser ,北京长缨机电设备厂,"肖进, 张弘, 王来鹏, 刘京平, 梁殿国",1997-08-25,1997-08-25,1999-01-06,1999-01-06,https://patents.google.com/patent/CN2302641Y/en,https://patentimages.storage.googleapis.com/be/f5/93/89e07f4421cbdf/9725079300041.png
IT-1134939-B,High yield urea synthesis ,"Mitsui Toatsu Chemicals, Toyo Engineering Corp","Inoue Shigeru, Ono Hiroshi, Fukui Akito, Morikawa Haruyuki",1981-01-05,1981-01-05,1986-08-20,1986-08-20,https://patents.google.com/patent/IT1134939B/en,
EP-0144956-B1,Process and apparatus for regenerating a solvent ,Linde Aktiengesellschaft,"Gerhard Dipl.-Ing. Ranke, Horst Dipl.-Ing. Weiss",1983-12-05,1984-12-03,1989-04-19,1989-04-19,https://patents.google.com/patent/EP0144956B1/en,https://patentimages.storage.googleapis.com/01/d0/08/5075b5b031099e/imgf0001.png
CA-1232259-A,Multiple temperature level regeneration of co.sub.2 from physical solvent ,"Gerhard Ranke, Horst Weiss, Linde Aktiengesellschaft","Gerhard Ranke, Horst Weiss",1983-11-29,1984-12-04,1988-02-02,1988-02-02,https://patents.google.com/patent/CA1232259A/en,
DE-69802517-T2,DIAMOND BREEDING ,"De Beers Industrial Diamond Division (Proprietary) Ltd., Johannesburg","Albert Chapman, John Davies, Kay Hedges, Aulette Stewart",1997-04-17,1998-04-16,2002-05-23,2002-05-23,https://patents.google.com/patent/DE69802517T2/en,
DE-60000768-T2,Removal of carbon dioxide from gases using activated aluminum oxide ,"L'air Liquide, S.A. A Directoire Et Conseil De Surveillance Pour L'etude Et L'exploitation Des Procedes Georges Claude",Christian Monereau,1999-09-13,2000-07-11,2003-07-03,2003-07-03,https://patents.google.com/patent/DE60000768T2/en,
TW-434045-B,Crystal growth ,De Beers Ind Diamond,"Geoffrey John Davies, Raymond Albert Chapman, Aulette Stewart, Lesley Kay Hedges",1997-04-17,1998-06-04,2001-05-16,2001-05-16,https://patents.google.com/patent/TW434045B/en,
DE-69500710-T2,Beverage dispenser ,Guinness Brewing Worldwide,"Leigh David Carter, John Justin Walsh",1994-03-29,1995-03-06,1998-04-09,1998-04-09,https://patents.google.com/patent/DE69500710T2/en,
CN-1131095-C,Diamond growth ,德比尔斯工业钻石部门有限公司,"G·J·达维斯, R·A·查普曼, A·斯特瓦特, L·K·赫德格斯",1997-04-17,1998-04-16,2003-12-17,2003-12-17,https://patents.google.com/patent/CN1131095C/en,https://patentimages.storage.googleapis.com/2a/ca/27/344ff8328ccabd/C9880621600111.png
